carrier_element,block,topology_id,C_e,C_N,C_xi,C_total,A_T,N_obs,N_sim,xi_obs,xi_sim,q_lock
Ta,d,TRI_RING,98.47328244274806,0.0,0.0,98.47328244274806,0.15267175572519084,,,,0.1491116032662621,0.7522209918343448
Ta,d,TETRA_PACK,20.879120879120876,0.0,0.0,20.879120879120876,1.3186813186813187,,,,0.19866740489939316,0.7522209918343448
Ta,d,PENTA_FLOWER,64.49275362318839,0.0,0.0,64.49275362318839,1.0144927536231882,,,,0.24822320653252422,0.7522209918343448
Ta,d,HEPTA_FLOWER,71.42857142857144,0.0,0.0,71.42857142857144,0.9523809523809522,,,,0.2977790081656552,0.7522209918343448
Tc,d,BIN_DIPOLE,0.4669451953797001,0.0,0.0,0.4669451953797001,1.1059228311624476,,,,0.052090160617193605,0.989549196914032
Tc,d,TRI_RING,98.47328244274806,0.0,0.0,98.47328244274806,0.15267175572519084,,,,0.05418032123438721,0.989549196914032
Tc,d,TETRA_PACK,20.879120879120876,0.0,0.0,20.879120879120876,1.3186813186813187,,,,0.05627048185158082,0.989549196914032
Tc,d,PENTA_FLOWER,64.49275362318839,0.0,0.0,64.49275362318839,1.0144927536231882,,,,0.05836064246877442,0.989549196914032
Tc,d,HEPTA_FLOWER,71.42857142857144,0.0,0.0,71.42857142857144,0.9523809523809522,,,,0.06045080308596802,0.989549196914032
Th,f,BIN_DIPOLE,22.275129024330298,0.0,0.0,22.275129024330298,0.5836814942246252,,,,0.10134459063642365,0.7432770468178818
Th,f,TRI_RING,19.083969465648856,0.0,0.0,19.083969465648856,0.6870229007633588,,,,0.1526891812728473,0.7432770468178818
Th,f,TETRA_PACK,5.494505494505494,0.0,0.0,5.494505494505494,0.989010989010989,,,,0.20403377190927097,0.7432770468178818
Th,f,PENTA_FLOWER,35.326086956521735,0.0,0.0,35.326086956521735,0.6521739130434782,,,,0.2553783625456946,0.7432770468178818
Th,f,HEPTA_FLOWER,40.27777777777777,0.0,0.0,40.27777777777777,0.5555555555555555,,,,0.30672295318211823,0.7432770468178818
Ti,d,BIN_DIPOLE,0.4669451953797001,0.0,0.0,0.4669451953797001,1.1059228311624476,,,,0.07308392402755358,0.8845803798622321
