carrier_element,block,topology_id,C_e,C_N,C_xi,C_total,A_T,N_obs,N_sim,xi_obs,xi_sim,q_lock
Ti,d,TRI_RING,98.47328244274806,0.0,0.0,98.47328244274806,0.15267175572519084,,,,0.09616784805510714,0.8845803798622321
Ti,d,TETRA_PACK,20.879120879120876,0.0,0.0,20.879120879120876,1.3186813186813187,,,,0.11925177208266072,0.8845803798622321
Ti,d,PENTA_FLOWER,64.49275362318839,0.0,0.0,64.49275362318839,1.0144927536231882,,,,0.1423356961102143,0.8845803798622321
Ti,d,HEPTA_FLOWER,71.42857142857144,0.0,0.0,71.42857142857144,0.9523809523809522,,,,0.16541962013776784,0.8845803798622321
Tl,p,BIN_DIPOLE,0.4669451953797001,0.0,0.0,0.4669451953797001,1.1059228311624476,,,,0.11330126342009948,0.6834936828995026
Tl,p,TRI_RING,98.47328244274806,0.0,0.0,98.47328244274806,0.15267175572519084,,,,0.17660252684019895,0.6834936828995026
Tl,p,TETRA_PACK,20.879120879120876,0.0,0.0,20.879120879120876,1.3186813186813187,,,,0.2399037902602984,0.6834936828995026
Tl,p,PENTA_FLOWER,64.49275362318839,0.0,0.0,64.49275362318839,1.0144927536231882,,,,0.3032050536803979,0.6834936828995026
Tl,p,HEPTA_FLOWER,71.42857142857144,0.0,0.0,71.42857142857144,0.9523809523809522,,,,0.36650631710049736,0.6834936828995026
V,d,BIN_DIPOLE,0.4669451953797001,0.0,0.0,0.4669451953797001,1.1059228311624476,,,,0.08358586646652633,0.8320706676673684
V,d,TRI_RING,98.47328244274806,0.0,0.0,98.47328244274806,0.15267175572519084,,,,0.11717173293305266,0.8320706676673684
V,d,TETRA_PACK,20.879120879120876,0.0,0.0,20.879120879120876,1.3186813186813187,,,,0.15075759939957897,0.8320706676673684
V,d,PENTA_FLOWER,64.49275362318839,0.0,0.0,64.49275362318839,1.0144927536231882,,,,0.18434346586610534,0.8320706676673684
V,d,HEPTA_FLOWER,71.42857142857144,0.0,0.0,71.42857142857144,0.9523809523809522,,,,0.21792933233263162,0.8320706676673684
W,d,BIN_DIPOLE,7.471123126075201,0.0,0.0,7.471123126075201,4.42369132464979,,,,0.07151408882691897,0.8924295558654052
W,d,TRI_RING,1575.572519083969,0.0,0.0,1575.572519083969,0.6106870229007634,,,,0.09302817765383793,0.8924295558654052
W,d,TETRA_PACK,334.065934065934,0.0,0.0,334.065934065934,5.274725274725275,,,,0.1145422664807569,0.8924295558654052
W,d,PENTA_FLOWER,1031.8840579710143,0.0,0.0,1031.8840579710143,4.057971014492753,,,,0.13605635530767585,0.8924295558654052
W,d,HEPTA_FLOWER,1142.8571428571431,0.0,0.0,1142.8571428571431,3.809523809523809,,,,0.1575704441345948,0.8924295558654052
Y,d,BIN_DIPOLE,0.4669451953797001,0.0,0.0,0.4669451953797001,1.1059228311624476,,,,0.07375079558706238,0.8812460220646882
Y,d,TRI_RING,98.47328244274806,0.0,0.0,98.47328244274806,0.15267175572519084,,,,0.09750159117412474,0.8812460220646882
Y,d,TETRA_PACK,20.879120879120876,0.0,0.0,20.879120879120876,1.3186813186813187,,,,0.1212523867611871,0.8812460220646882
Y,d,PENTA_FLOWER,64.49275362318839,0.0,0.0,64.49275362318839,1.0144927536231882,,,,0.1450031823482495,0.8812460220646882
Y,d,HEPTA_FLOWER,71.42857142857144,0.0,0.0,71.42857142857144,0.9523809523809522,,,,0.16875397793531183,0.8812460220646882
Yb,f,BIN_DIPOLE,0.4669451953797001,0.0,0.0,0.4669451953797001,1.1059228311624476,,,,0.08137060701976073,0.8431469649011963
Yb,f,TRI_RING,98.47328244274806,0.0,0.0,98.47328244274806,0.15267175572519084,,,,0.11274121403952148,0.8431469649011963
Yb,f,TETRA_PACK,20.879120879120876,0.0,0.0,20.879120879120876,1.3186813186813187,,,,0.1441118210592822,0.8431469649011963
Yb,f,PENTA_FLOWER,64.49275362318839,0.0,0.0,64.49275362318839,1.0144927536231882,,,,0.17548242807904296,0.8431469649011963
Yb,f,HEPTA_FLOWER,71.42857142857144,0.0,0.0,71.42857142857144,0.9523809523809522,,,,0.20685303509880365,0.8431469649011963
Zn,d,BIN_DIPOLE,0.4669451953797001,0.0,0.0,0.4669451953797001,1.1059228311624476,,,,0.11960984803051247,0.6519507598474377
Zn,d,TRI_RING,98.47328244274806,0.0,0.0,98.47328244274806,0.15267175572519084,,,,0.18921969606102496,0.6519507598474377
Zn,d,TETRA_PACK,20.879120879120876,0.0,0.0,20.879120879120876,1.3186813186813187,,,,0.2588295440915374,0.6519507598474377
Zn,d,PENTA_FLOWER,64.49275362318839,0.0,0.0,64.49275362318839,1.0144927536231882,,,,0.32843939212204987,0.6519507598474377
Zn,d,HEPTA_FLOWER,71.42857142857144,0.0,0.0,71.42857142857144,0.9523809523809522,,,,0.3980492401525623,0.6519507598474377
Zr,d,BIN_DIPOLE,0.4669451953797001,0.0,0.0,0.4669451953797001,1.1059228311624476,,,,0.09599159977127628,0.7700420011436186
Zr,d,TRI_RING,98.47328244274806,0.0,0.0,98.47328244274806,0.15267175572519084,,,,0.14198319954255256,0.7700420011436186
Zr,d,TETRA_PACK,20.879120879120876,0.0,0.0,20.879120879120876,1.3186813186813187,,,,0.18797479931382882,0.7700420011436186
Zr,d,PENTA_FLOWER,64.49275362318839,0.0,0.0,64.49275362318839,1.0144927536231882,,,,0.23396639908510508,0.7700420011436186
Zr,d,HEPTA_FLOWER,71.42857142857144,0.0,0.0,71.42857142857144,0.9523809523809522,,,,0.27995799885638134,0.7700420011436186
