name,category,hypothesis_winner,f_base_used,Fm_raw,Fm_corr,N_value,delta_value,predicted_noise,z_noise,p_shuffle,p_lognorm,p_gamma,spearman_rho,spearman_ci_low,spearman_ci_high,cliffs_delta
La2-xSrxCuO4 (LSCO x~0.15),SC_Oxide,Fm,2.334226185351896,9.473684210526315,9.473684210526315,4.058597350152727,0.058597350152727046,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaB2,SC_Binary,Fm,4.156899291773667,13.333333333333334,6.680267825212089,1.6070314328836555,0.39296856711634454,0.995927960105405,0.5693472851625864,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaB2,SC_Binary,Fm,4.156899291773667,14.0,7.014281216472693,1.6873830045278382,0.3126169954721618,0.995927960105405,0.5693472851625864,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaBeH8,SC_HighPressure,Fm,4.2785915724700025,5.513513513513513,5.513513513513513,1.2886281431930644,0.2886281431930644,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaCeH18,SC_HighPressure,Fm,4.2785915724700025,5.617977528089888,5.617977528089888,1.313043657692867,0.313043657692867,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaFeAsO0.9F0.1,SC_IronBased,Fm,1.0897223768764928,10.76923076923077,8.759826672303525,8.03858566014961,0.038585660149610845,0.2293885680729846,-0.6821290687089419,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaFeAsO0.9F0.1,SC_IronBased,Fm,1.0897223768764928,10.76923076923077,8.759826672303525,8.03858566014961,0.038585660149610845,0.2293885680729846,-0.6821290687089419,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaH10,SC_HighPressure,Fm,4.2785915724700025,3.8,1.7456852636602194,0.40800465155229737,0.40800465155229737,1.176795599472754,0.0,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaH10,SC_HighPressure,Fm,4.2785915724700025,5.8,2.6644669813761244,0.6227439418429802,0.3772560581570198,1.176795599472754,0.0,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaH10,SC_HighPressure,Fm,4.2785915724700025,1.28,0.5880202993381791,0.137433145786037,0.137433145786037,1.176795599472754,0.0,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaH8,SC_HighPressure,Fm,4.2785915724700025,7.916666666666667,7.916666666666667,1.8502973542988652,0.14970264570113478,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaO0.9F0.1FeAs,SC_IronBased,Fm,1.0897223768764928,10.76923076923077,8.759826672303525,8.03858566014961,0.038585660149610845,0.2293885680729846,-0.6821290687089419,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaO0.9F0.1FeAs,SC_IronBased,Fm,1.0897223768764928,10.76923076923077,8.759826672303525,8.03858566014961,0.038585660149610845,0.2293885680729846,-0.6821290687089419,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaPt2Si2,SC_Binary,Fm,4.156899291773667,156.25,104.30824911724693,25.092801580175077,0.09280158017507745,0.4979639800527025,-0.6193997937483082,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaPt2Si2,SC_Binary,Fm,4.156899291773667,156.25,104.30824911724693,25.092801580175077,0.09280158017507745,0.4979639800527025,-0.6193997937483082,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaSc2H24,SC_HighPressure,Fm,4.2785915724700025,3.6253776435045317,3.6253776435045317,0.8473296836350345,0.15267031636496553,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaSr2H18,SC_HighPressure,Fm,4.2785915724700025,5.92814371257485,5.92814371257485,1.3855362476565092,0.3855362476565092,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaSr3H24,SC_HighPressure,Fm,4.2785915724700025,5.887573964497041,5.887573964497041,1.376054214283927,0.37605421428392694,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaSrH12,SC_HighPressure,Fm,4.2785915724700025,6.125,6.125,1.4315458477996483,0.43154584779964833,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaSrH21,SC_HighPressure,Fm,4.2785915724700025,5.023696682464455,5.023696682464455,1.1741472859407116,0.1741472859407116,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaThH12,SC_HighPressure,Fm,4.2785915724700025,5.666666666666667,5.666666666666667,1.324423369392872,0.324423369392872,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LaYH20,SC_HighPressure,Fm,4.2785915724700025,4.426877470355731,4.426877470355731,1.0346576426784584,0.03465764267845839,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Li2MgH16,SC_HighPressure,Fm,4.2785915724700025,3.06553911205074,3.06553911205074,0.7164832305508012,0.2835167694491988,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LiFeAs,SC_IronBased,Fm,1.0897223768764928,15.0,15.0,13.764973830302536,0.23502616969746448,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LiFeAs,SC_IronBased,Fm,1.0897223768764928,15.0,15.0,13.764973830302536,0.23502616969746448,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LuB12,SC_Binary,Fm,4.156899291773667,2333.3333333333335,2333.3333333333335,561.3158196906296,0.3158196906296098,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
LuH3,SC_HighPressure,Fm,4.2785915724700025,54.83870967741935,54.83870967741935,12.817000348963276,0.18299965103672378,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
MgB2,SC_Binary,Fm,4.156899291773667,19.23076923076923,9.041387123446967,2.1750315532876874,0.17503155328768738,1.126971112750853,0.8821754638233483,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
MgB2,SC_Binary,Fm,4.156899291773667,20.82051282051282,9.78880845898525,2.354834161692803,0.354834161692803,1.126971112750853,0.8821754638233483,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
MgCNi3,SC_Binary,Fm,4.156899291773667,43.75,43.75,10.524671619199305,0.47532838080069517,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
MgH12,SC_HighPressure,Fm,4.2785915724700025,4.8979591836734695,4.8979591836734695,1.1447596950334546,0.14475969503345465,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
MgH6,SC_HighPressure,Fm,4.2785915724700025,4.354243542435424,4.354243542435424,1.017681512405202,0.017681512405202104,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
MnH8,SC_HighPressure,Fm,4.2785915724700025,9.444444444444445,9.444444444444445,2.207372282321453,0.20737228232145322,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Mo,SC_TypeII,Fm,2.4872065856887278,489.1304347826087,489.1304347826087,196.65854762408668,0.34145237591332034,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Mo3Al,SC_Binary,Fm,4.156899291773667,355.55555555555554,355.55555555555554,85.53383919095307,0.4661608090469258,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Mo3Si,SC_Binary,Fm,4.156899291773667,240.31007751937983,240.31007751937983,57.80993491830404,0.1900650816959626,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
MoC,SC_Binary,Fm,4.156899291773667,38.46153846153846,38.46153846153846,9.252458566329059,0.25245856632905905,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
MoH11,SC_HighPressure,Fm,4.2785915724700025,6.418918918918919,6.418918918918919,1.500241098080161,0.49975890191983896,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
MoRe,SC_Binary,Fm,4.156899291773667,44.56521739130435,44.56521739130435,10.720783512724758,0.2792164872752423,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Na2CsC60,SC_Molecular,Fm,4.665463717730834,9.583333333333334,9.583333333333334,2.0541009239686963,0.05410092396869626,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
NaAlSi,SC_Binary,Fm,4.156899291773667,42.142857142857146,42.142857142857146,10.13805102910627,0.1380510291062702,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Nb,SC_TypeII,Fm,2.4872065856887278,29.72972972972973,29.72972972972973,11.95306007180635,0.046939928193650005,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Nb2PdS5,SC_Binary,Fm,4.156899291773667,49.09090909090909,21.996050338778677,5.291456153943387,0.2914561539433871,1.2318056348672115,1.1324380067519577,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Nb2PdS5,SC_Binary,Fm,4.156899291773667,56.25,25.203807679850566,6.0631268430601315,0.0631268430601315,1.2318056348672115,1.1324380067519577,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Nb3Al,SC_Binary,Fm,4.156899291773667,14.814814814814817,8.810871823810213,2.1195778885590437,0.11957788855904372,0.6814243937563298,-0.18144034362324157,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Nb3Al,SC_Binary,Fm,4.156899291773667,14.814814814814817,8.810871823810213,2.1195778885590437,0.11957788855904372,0.6814243937563298,-0.18144034362324157,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Nb3Au,SC_Binary,Fm,4.156899291773667,23.47826086956522,23.47826086956522,5.648022533533044,0.3519774664669564,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Nb3Ge,SC_Binary,Fm,4.156899291773667,13.91304347826087,7.158717204428826,1.7221290923731625,0.2778709076268375,0.9435106990472258,0.44421601369828195,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Nb3Ge,SC_Binary,Fm,4.156899291773667,13.91304347826087,7.158717204428826,1.7221290923731625,0.2778709076268375,0.9435106990472258,0.44421601369828195,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Nb3Sb,SC_Binary,Fm,4.156899291773667,1475.0,1475.0,354.8317860187194,0.16821398128058718,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Nb3Sn,SC_Binary,Fm,4.156899291773667,13.88888888888889,8.525984085707776,2.0510441767449956,0.05104417674499562,0.6290071326981506,-0.3065716150875463,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Nb3Sn,SC_Binary,Fm,4.156899291773667,13.88888888888889,8.525984085707776,2.0510441767449956,0.05104417674499562,0.6290071326981506,-0.3065716150875463,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
NbN,SC_TypeII,Fm,2.4872065856887278,22.476780185758518,22.476780185758518,9.036957490820777,0.03695749082077704,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
NbSe2 (monolayer),SC_Binary,Fm,4.156899291773667,200.0,200.0,48.11278454491111,0.11278454491110779,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
NbTi,SC_Binary,Fm,4.156899291773667,29.347826086956523,29.347826086956523,7.060028166916304,0.06002816691630386,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
NbZr,SC_Binary,Fm,4.156899291773667,24.537037037037035,24.537037037037035,5.902725881667334,0.09727411833266597,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Nd1.85Ce0.15CuO4,SC_Oxide,Fm,2.334226185351896,15.227272727272727,15.227272727272727,6.5234778115459875,0.4765221884540125,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Nd2-xCexCuO4 (NCCO),SC_Oxide,Fm,2.334226185351896,14.166666666666666,14.166666666666666,6.069106222682088,0.06910622268208844,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
NdFeAsO0.9F0.1,SC_IronBased,Fm,1.0897223768764928,5.384615384615385,5.384615384615385,4.94127265703168,0.05872734296831972,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
NdH9,SC_HighPressure,Fm,4.2785915724700025,7.5,7.5,1.7529132830199774,0.2470867169800226,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
NiH4,SC_HighPressure,Fm,4.2785915724700025,16.8,16.8,3.9265257539647496,0.07347424603525043,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
NiMo6S8,SC_Binary,Fm,4.156899291773667,46.25,46.25,11.126081426010694,0.1260814260106944,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
NpPd5Al2,SC_HeavyFermion,Fm,2.3074399382884696,55.10204081632653,55.10204081632653,23.880162556776302,0.11983744322369816,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Os,SC_TypeII,Fm,2.4872065856887278,757.5757575757575,757.5757575757575,304.58899632013424,0.4110036798657575,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Pa,SC_TypeII,Fm,2.4872065856887278,203.57142857142858,203.57142857142858,81.84741458259607,0.15258541740392673,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Pb,SC_TypeI,Fm,4.829836290046916,14.583333333333332,14.583333333333332,3.0194260131313215,0.01942601313132153,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
PbMo6S8,SC_Binary,Fm,4.156899291773667,14.285714285714286,14.285714285714286,3.4366274674936506,0.43662746749365056,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
PbMo6Se8,SC_Binary,Fm,4.156899291773667,50.0,50.0,12.028196136227777,0.028196136227776947,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Pr2-xCexCuO4 (PCCO),SC_Oxide,Fm,2.334226185351896,14.166666666666666,14.166666666666666,6.069106222682088,0.06910622268208844,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
PrFeAsO0.9F0.1,SC_IronBased,Fm,1.0897223768764928,5.384615384615385,5.384615384615385,4.94127265703168,0.05872734296831972,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
PrH10,SC_HighPressure,Fm,4.2785915724700025,6.888888888888889,6.888888888888889,1.6100833118109423,0.38991668818905767,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
PrH9,SC_HighPressure,Fm,4.2785915724700025,8.055555555555555,8.055555555555555,1.8827587113918276,0.1172412886081724,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
PuCoGa5,SC_HeavyFermion,Fm,2.3074399382884696,16.216216216216218,16.216216216216218,7.027795587279512,0.027795587279512368,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
PuRhGa5,SC_HeavyFermion,Fm,2.3074399382884696,32.22222222222222,32.22222222222222,13.964490120649845,0.035509879350154705,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Rb3C60,SC_Molecular,Fm,4.665463717730834,3.9285714285714284,3.9285714285714284,0.8420537949188442,0.15794620508115575,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
RbC8,SC_Binary,Fm,4.156899291773667,3800.0,3800.0,914.142906353311,0.1429063533109911,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Re,SC_TypeII,Fm,2.4872065856887278,244.7058823529412,244.7058823529412,98.38582921136008,0.3858292113600754,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Rh,SC_TypeII,Fm,2.4872065856887278,1476923.076923077,1476923.076923077,593807.9632874987,0.03671250131446868,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Ru,SC_TypeII,Fm,2.4872065856887278,1224.4897959183675,1224.4897959183675,492.31527568478845,0.31527568478844614,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
RuO2,SC_Binary,Fm,4.156899291773667,562.5,562.5,135.3172065325625,0.3172065325624942,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
ScH12,SC_HighPressure,Fm,4.2785915724700025,6.0,6.0,1.402330626415982,0.40233062641598205,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
ScH3,SC_HighPressure,Fm,4.2785915724700025,38.91891891891892,38.91891891891892,9.096198657833396,0.09619865783339598,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
ScH6,SC_HighPressure,Fm,4.2785915724700025,9.659090909090908,9.659090909090908,2.257539834192395,0.2575398341923951,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
ScZrH12,SC_HighPressure,Fm,4.2785915724700025,5.987654320987654,5.987654320987654,1.399445172452163,0.39944517245216304,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
SeH2,SC_HighPressure,Fm,4.2785915724700025,6.870229007633588,6.870229007633588,1.60572209131601,0.39427790868399004,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
SH3 (Cmca),SC_HighPressure,Fm,4.2785915724700025,4.87603305785124,4.87603305785124,1.1396350820735943,0.13963508207359432,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Si2H6,SC_HighPressure,Fm,4.2785915724700025,8.095238095238095,8.095238095238095,1.8920333848469597,0.10796661515304029,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
SmFeAsO0.9F0.1,SC_IronBased,Fm,1.0897223768764928,6.511627906976744,6.511627906976744,5.975492515480171,0.024507484519829426,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
SmH9,SC_HighPressure,Fm,4.2785915724700025,8.0,8.0,1.8697741685546427,0.13022583144535727,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Sn,SC_TypeI,Fm,4.829836290046916,53.76344086021505,53.76344086021505,11.131524472373536,0.13152447237353648,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
SnMo6S8,SC_Binary,Fm,4.156899291773667,15.833333333333334,15.833333333333334,3.8089287764721296,0.19107122352787043,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Sr2RuO4,SC_Oxide,Fm,2.334226185351896,233.33333333333334,233.33333333333334,99.96174955005793,0.038250449942069054,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Sr2RuO4,SC_Oxide,Fm,2.334226185351896,233.33333333333334,233.33333333333334,99.96174955005793,0.038250449942069054,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Sr2RuO4,SC_Oxide,Fm,2.334226185351896,233.33333333333334,233.33333333333334,99.96174955005793,0.038250449942069054,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
SrAlSi,SC_Binary,Fm,4.156899291773667,58.82352941176471,58.82352941176471,14.150818983797386,0.1508189837973859,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
SrC6,SC_Binary,Fm,4.156899291773667,187.87878787878788,187.87878787878788,45.196858208855886,0.19685820885588612,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
SrH10,SC_HighPressure,Fm,4.2785915724700025,4.401544401544402,4.401544401544402,1.0287367529692533,0.028736752969253265,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
SrH22,SC_HighPressure,Fm,4.2785915724700025,8.761904761904763,8.761904761904763,2.0478478988931803,0.04784789889318031,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
SrH6,SC_HighPressure,Fm,4.2785915724700025,9.176470588235293,9.176470588235293,2.144740958047972,0.14474095804797216,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
SrTiO3-doped,SC_Oxide,Fm,2.334226185351896,1142.857142857143,1142.857142857143,489.60856922477353,0.39143077522646763,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Ta,SC_TypeII,Fm,2.4872065856887278,54.80984340044743,54.80984340044743,22.03670725054394,0.03670725054394097,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
TaC,SC_Binary,Fm,4.156899291773667,52.65700483091788,52.65700483091788,12.667375641051477,0.3326243589485234,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
TaH6,SC_HighPressure,Fm,4.2785915724700025,8.36734693877551,8.36734693877551,1.9556311456821518,0.044368854317848205,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
TaIr2B2,SC_Binary,Fm,4.156899291773667,60.7843137254902,60.7843137254902,14.622512949923966,0.37748705007603434,0.0,-1.808146872659203,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
TaIr2B2,SC_Binary,Fm,4.156899291773667,60.7843137254902,60.7843137254902,14.622512949923966,0.37748705007603434,0.0,-1.808146872659203,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
TbH9,SC_HighPressure,Fm,4.2785915724700025,8.947368421052632,8.947368421052632,2.091194793778219,0.09119479377821893,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Tc,SC_TypeII,Fm,2.4872065856887278,32.30769230769231,32.30769230769231,12.989549196914032,0.010450803085968019,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Td-WTe2 (pressure 2.5 GPa),SC_Binary,Fm,4.156899291773667,28.571428571428573,28.571428571428573,6.873254934987301,0.1267450650126989,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Th,SC_TypeII,Fm,2.4872065856887278,116.42857142857143,116.42857142857143,46.810977463028635,0.18902253697136473,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Th4H15,SC_HighPressure,Fm,4.2785915724700025,8.673469387755102,8.673469387755102,2.0271786266217426,0.02717862662174264,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
ThC2,SC_Binary,Fm,4.156899291773667,58.46153846153846,58.46153846153846,14.06373702082017,0.06373702082017019,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
ThH10,SC_HighPressure,Fm,4.2785915724700025,5.900621118012422,5.900621118012422,1.3791036181109553,0.3791036181109553,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
ThH9,SC_HighPressure,Fm,4.2785915724700025,6.301369863013699,6.301369863013699,1.4727673245464652,0.4727673245464652,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Ti,SC_TypeII,Fm,2.4872065856887278,1050.0,1050.0,422.1603488997061,0.16034889970609356,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
TiH10,SC_HighPressure,Fm,4.2785915724700025,5.2631578947368425,5.2631578947368425,1.2301145845754229,0.2301145845754229,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
TiN,SC_Binary,Fm,4.156899291773667,125.0,125.0,30.070490340569442,0.07049034056944237,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Tl,SC_TypeI,Fm,4.829836290046916,40.1673640167364,40.1673640167364,8.316506317100497,0.31650631710049737,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Tl2Ba2Ca2Cu3O10 (Tl-2223),SC_Oxide,Fm,2.334226185351896,3.36,3.36,1.439449193520834,0.439449193520834,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
U (alpha),SC_TypeII,Fm,2.4872065856887278,1035.0,1035.0,416.1294867725674,0.12948677256741803,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
UBe13,SC_HeavyFermion,Fm,2.3074399382884696,411.7647058823529,411.7647058823529,178.45088795150917,0.4508879515091735,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
