name,category,hypothesis_winner,f_base_used,Fm_raw,Fm_corr,N_value,delta_value,predicted_noise,z_noise,p_shuffle,p_lognorm,p_gamma,spearman_rho,spearman_ci_low,spearman_ci_high,cliffs_delta
4Hb-TaS2,SC_Binary,Fm,4.156899291773667,81.48148148148148,81.48148148148148,19.601504814593415,0.3984951854065848,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
AcH10,SC_HighPressure,Fm,4.2785915724700025,5.764705882352941,5.764705882352941,1.347337268517316,0.34733726851731594,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Al,SC_TypeI,Fm,4.829836290046916,356.6666666666667,356.6666666666667,73.84653334972604,0.15346665027395545,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
AlH3,SC_HighPressure,Fm,4.2785915724700025,10.0,10.0,2.337217710693303,0.3372177106933032,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Am,SC_TypeII,Fm,2.4872065856887278,216.66666666666669,216.66666666666669,87.11245294755841,0.11245294755840973,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
AsH3,SC_HighPressure,Fm,4.2785915724700025,7.8,7.8,1.8230298143407766,0.1769701856592234,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
B2H6,SC_HighPressure,Fm,4.2785915724700025,7.04,7.04,1.6454012683280854,0.3545987316719146,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Ba(Fe0.8Co0.2)2As2,SC_IronBased,Fm,1.0897223768764928,9.881422924901186,9.881422924901186,9.067835197827756,0.06783519782775649,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Ba(Fe0.8Co0.2)2As2,SC_IronBased,Fm,1.0897223768764928,9.881422924901186,9.881422924901186,9.067835197827756,0.06783519782775649,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Ba(Fe0.9Co0.1)2As2,SC_IronBased,Fm,1.0897223768764928,11.363636363636363,11.363636363636363,10.428010477501921,0.4280104775019211,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Ba(Fe0.9Co0.1)2As2,SC_IronBased,Fm,1.0897223768764928,11.363636363636363,11.363636363636363,10.428010477501921,0.4280104775019211,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Ba0.6K0.4BiO3,SC_Oxide,Fm,2.334226185351896,10.0,10.0,4.284074980716768,0.28407498071676773,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Ba0.6K0.4Fe2As2,SC_IronBased,Fm,1.0897223768764928,6.578947368421052,2.7246950334469346,2.5003570553968233,0.4996429446031767,1.4145628364500715,2.1499246540558614,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Ba0.6K0.4Fe2As2,SC_IronBased,Fm,1.0897223768764928,6.578947368421052,2.7246950334469346,2.5003570553968233,0.4996429446031767,1.4145628364500715,2.1499246540558614,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
BaC6,SC_Binary,Fm,4.156899291773667,4461.538461538461,4461.538461538461,1073.2851936941706,0.2851936941706299,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
BaFe2(As0.67P0.33)2,SC_IronBased,Fm,1.0897223768764928,8.064516129032258,5.5282715427926075,5.073100874223098,0.07310087422309763,0.4587771361459692,-0.1339896384963991,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
BaFe2(As0.67P0.33)2,SC_IronBased,Fm,1.0897223768764928,8.064516129032258,5.5282715427926075,5.073100874223098,0.07310087422309763,0.4587771361459692,-0.1339896384963991,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
BaFe2(As0.7P0.3)2,SC_IronBased,Fm,1.0897223768764928,8.333333333333334,6.778437305949157,6.220334141782438,0.2203341417824376,0.2293885680729846,-0.6821290687089419,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
BaFe2(As0.7P0.3)2,SC_IronBased,Fm,1.0897223768764928,8.333333333333334,6.778437305949157,6.220334141782438,0.2203341417824376,0.2293885680729846,-0.6821290687089419,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
BaH12,SC_HighPressure,Fm,4.2785915724700025,6.642857142857143,6.642857142857143,1.552580336389123,0.4474196636108769,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
BaH6,SC_HighPressure,Fm,4.2785915724700025,11.428571428571429,11.428571428571429,2.671105955078061,0.3288940449219391,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
BaPb0.75Bi0.25O3,SC_Oxide,Fm,2.334226185351896,23.333333333333332,23.333333333333332,9.996174955005792,0.0038250449942083264,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
BeAu,SC_TypeI,Fm,4.829836290046916,118.75,77.29294491891228,16.00322252706447,0.0032225270644694604,0.5363627317419482,0.0,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
BeAu,SC_TypeI,Fm,4.829836290046916,118.75,77.29294491891228,16.00322252706447,0.0032225270644694604,0.5363627317419482,0.0,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
BH,SC_HighPressure,Fm,4.2785915724700025,16.666666666666668,16.666666666666668,3.8953628511555056,0.10463714884449438,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Bi2Sr2Ca2Cu3O10 (Bi-2223),SC_Oxide,Fm,2.334226185351896,3.727272727272727,3.727272727272727,1.5967915837217044,0.4032084162782956,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Bi2Sr2CaCu2O8 (Bi-2212),SC_Oxide,Fm,2.334226185351896,4.444444444444445,4.444444444444445,1.9040333247630081,0.09596667523699187,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Ca10(Pt3As8)(Fe2As2)5,SC_IronBased,Fm,1.0897223768764928,8.0,4.285915490445293,3.9330343043245146,0.06696569567548538,0.8665790349423863,0.8404804596592323,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Ca10(Pt3As8)(Fe2As2)5,SC_IronBased,Fm,1.0897223768764928,8.0,4.285915490445293,3.9330343043245146,0.06696569567548538,0.8665790349423863,0.8404804596592323,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Ca10(Pt3As8)(Fe2As2)5,SC_IronBased,Fm,1.0897223768764928,8.0,4.285915490445293,3.9330343043245146,0.06696569567548538,0.8665790349423863,0.8404804596592323,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Ca10(Pt3As8)(Fe2As2)5,SC_IronBased,Fm,1.0897223768764928,8.0,4.285915490445293,3.9330343043245146,0.06696569567548538,0.8665790349423863,0.8404804596592323,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CaAlSi,SC_Binary,Fm,4.156899291773667,40.25974025974026,40.25974025974026,9.685041044754835,0.3149589552451655,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CaC6,SC_Binary,Fm,4.156899291773667,26.08695652173913,26.08695652173913,6.275580592814492,0.2755805928144923,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CaFe0.88Co0.12AsF,SC_IronBased,Fm,1.0897223768764928,11.737089201877934,7.113670751092935,6.527966115078856,0.47203388492114406,0.6499342762067897,0.322793220014053,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CaFe0.88Co0.12AsF,SC_IronBased,Fm,1.0897223768764928,11.737089201877934,7.113670751092935,6.527966115078856,0.47203388492114406,0.6499342762067897,0.322793220014053,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CaH10,SC_HighPressure,Fm,4.2785915724700025,5.024630541871921,5.024630541871921,1.1743655492153542,0.1743655492153542,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CaH6,SC_HighPressure,Fm,4.2785915724700025,4.186046511627907,4.186046511627907,0.9783702044762665,0.021629795523733453,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Cd,SC_TypeI,Fm,4.829836290046916,401.9230769230769,401.9230769230769,83.21670814212479,0.21670814212478717,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CeCoIn5,SC_HeavyFermion,Fm,2.3074399382884696,108.69565217391305,108.69565217391305,47.10660085676485,0.10660085676484954,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CeCu2Si2,SC_HeavyFermion,Fm,2.3074399382884696,314.2857142857143,314.2857142857143,136.2053716201315,0.20537162013150123,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CeH10,SC_HighPressure,Fm,4.2785915724700025,7.2,7.2,1.6827967516991784,0.3172032483008216,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CeH9,SC_HighPressure,Fm,4.2785915724700025,7.6521739130434785,7.6521739130434785,1.7884796394870495,0.21152036051295053,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CeIrIn5,SC_HeavyFermion,Fm,2.3074399382884696,600.0,600.0,260.02843672934193,0.028436729341933642,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CeRhIn5,SC_HeavyFermion,Fm,2.3074399382884696,119.04761904761904,119.04761904761904,51.59294379550435,0.40705620449565316,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CH4-H2 (clathrate),SC_HighPressure,Fm,4.2785915724700025,6.133333333333334,6.133333333333334,1.4334935292252262,0.4334935292252262,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CoH5,SC_HighPressure,Fm,4.2785915724700025,12.894736842105264,12.894736842105264,3.013780732209786,0.013780732209785818,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Cr3Si,SC_Binary,Fm,4.156899291773667,76.59574468085106,76.59574468085106,18.42617280443404,0.4261728044340387,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CrH6,SC_HighPressure,Fm,4.2785915724700025,12.380952380952381,12.380952380952381,2.893698118001233,0.10630188199876711,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Cs3C60,SC_Molecular,Fm,4.665463717730834,3.0303030303030303,3.0303030303030303,0.6495180787252793,0.35048192127472066,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CsC8,SC_Binary,Fm,4.156899291773667,22500.0,22500.0,5412.6882613025,0.3117386975000045,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
CuMo6S8,SC_Binary,Fm,4.156899291773667,18.055555555555554,18.055555555555554,4.343515271415586,0.343515271415586,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
EuMo6S8,SC_Binary,Fm,4.156899291773667,30.76923076923077,30.76923076923077,7.401966853063247,0.4019668530632474,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
FeH5,SC_HighPressure,Fm,4.2785915724700025,11.956521739130435,11.956521739130435,2.7944994366985147,0.20550056330148525,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
FeSe,SC_IronBased,Fm,1.0897223768764928,28.809523809523807,26.144118516206873,23.991540479461037,0.008459520538963261,0.1019504746991042,-0.9866509743825767,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
FeSe,SC_IronBased,Fm,1.0897223768764928,28.809523809523807,26.144118516206873,23.991540479461037,0.008459520538963261,0.1019504746991042,-0.9866509743825767,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
FeSe,SC_IronBased,Fm,1.0897223768764928,28.809523809523807,26.144118516206873,23.991540479461037,0.008459520538963261,0.1019504746991042,-0.9866509743825767,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
FeSe,SC_IronBased,Fm,1.0897223768764928,28.809523809523807,26.144118516206873,23.991540479461037,0.008459520538963261,0.1019504746991042,-0.9866509743825767,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
FeSe (monolayer on STO),SC_IronBased,Fm,1.0897223768764928,4.4,4.4,4.037725656888744,0.0377256568887443,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
FeSe0.5Te0.5,SC_IronBased,Fm,1.0897223768764928,16.551724137931036,16.551724137931036,15.188936640333834,0.18893664033383395,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
FeSe0.7Te0.3,SC_IronBased,Fm,1.0897223768764928,12.25,12.25,11.24139529474707,0.2413952947470701,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
FeSe1-xSx (x=0.17),SC_IronBased,Fm,1.0897223768764928,25.0,25.0,22.941623050504226,0.058376949495773545,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
FeTe0.6Se0.4,SC_IronBased,Fm,1.0897223768764928,16.551724137931036,16.551724137931036,15.188936640333834,0.18893664033383395,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
FeTe0.6Se0.4,SC_IronBased,Fm,1.0897223768764928,16.551724137931036,16.551724137931036,15.188936640333834,0.18893664033383395,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
GaH3,SC_HighPressure,Fm,4.2785915724700025,8.837209302325581,8.837209302325581,2.065448209449896,0.06544820944989604,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
GdH9,SC_HighPressure,Fm,4.2785915724700025,8.775510204081632,8.775510204081632,2.0510277869349394,0.05102778693493937,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
GeH4,SC_HighPressure,Fm,4.2785915724700025,25.333333333333332,25.333333333333332,5.920951533756368,0.07904846624363238,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
H3S,SC_HighPressure,Fm,4.2785915724700025,6.403940886699507,6.403940886699507,1.4967404058627065,0.4967404058627065,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
H6SBr,SC_HighPressure,Fm,4.2785915724700025,7.565217391304348,7.565217391304348,1.7681560072201512,0.2318439927798488,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
H6SCl,SC_HighPressure,Fm,4.2785915724700025,7.0078740157480315,7.0078740157480315,1.63789272639137,0.36210727360862993,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Helium-3 (He-3) B-phase,Superfluid,Fm,3.9953488372093022,1820.0,1820.0,455.52968568102443,0.47031431897556786,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Helium-3 (He-3) B-phase,Superfluid,Fm,3.9953488372093022,1625.0,1625.0,406.72293364377185,0.277066356228147,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Helium-4 (He-4),Superfluid,Fm,3.9953488372093022,3.9599411980889374,3.9599411980889374,0.9911377853191171,0.008862214680882885,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Helium-4 (He-4),Superfluid,Fm,3.9953488372093022,3.9953488372093022,3.9953488372093022,1.0,0.0,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Hf,SC_TypeII,Fm,2.4872065856887278,1861.5384615384614,1861.5384615384614,748.4454537269514,0.4454537269514276,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
HfH10,SC_HighPressure,Fm,4.2785915724700025,4.76595744680851,4.76595744680851,1.1139080153091487,0.11390801530914874,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Hg,SC_TypeI,Fm,4.829836290046916,23.132530120481924,23.132530120481924,4.789506047679563,0.21049395232043722,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
HgBa2Ca2Cu3O8 (Hg-1223),SC_Oxide,Fm,2.334226185351896,3.185185185185185,3.185185185185185,1.3645572160801558,0.3645572160801558,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
In,SC_TypeI,Fm,4.829836290046916,37.82991202346041,37.82991202346041,7.832545401470107,0.16745459852989342,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
InH3,SC_HighPressure,Fm,4.2785915724700025,12.0,12.0,2.804661252831964,0.1953387471680359,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
InH5,SC_HighPressure,Fm,4.2785915724700025,14.074074074074074,14.074074074074074,3.289417518753538,0.28941751875353816,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
Ir,SC_TypeII,Fm,2.4872065856887278,3818.181818181818,3818.181818181818,1535.1285414534766,0.1285414534766005,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
IrO2,SC_Binary,Fm,4.156899291773667,960.0,960.0,230.9413658155733,0.05863418442669399,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
K3C60,SC_Molecular,Fm,4.665463717730834,6.666666666666667,6.666666666666667,1.4289397731956146,0.4289397731956146,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
KC8,SC_Binary,Fm,4.156899291773667,714.2857142857142,714.2857142857142,171.8313733746825,0.1686266253175006,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
KFe2As2,SC_IronBased,Fm,1.0897223768764928,68.42105263157895,68.42105263157895,62.78759992769577,0.2124000723042272,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
La,SC_TypeI,Fm,4.829836290046916,28.97959183673469,28.97959183673469,6.00011886457816,0.00011886457815979412,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
La2-xBaxCuO4 (x~0.125),SC_Oxide,Fm,2.334226185351896,11.833333333333334,11.833333333333334,5.0694887271815094,0.06948872718150945,,,0.0,0.0,0.035,0.30344733635217946,-0.033262500292313625,0.6015933505131507,-0.3484848484848485
